"Model","Displ","Cyl","Trans","Drive","Fuel","Stnd","Class","APS","City_MPG","Hwy_MPG","Cmb_MPG","GGS","SM","Cmb_CO2","City_MPGe","Hwy_MPGe","Cmb_MPGe","Cmb_CO2e"
"BMW M240i Coupe M Performance",3,6,"SemiAuto-8","4WD","Gasoline","L3ULEV125","small car",3,22,30,25,5,"No",356,NA,NA,NA,NA
"BMW M240i Coupe M Performance",3,6,"SemiAuto-8","4WD","Gasoline","T3B125","small car",3,22,30,25,5,"No",356,NA,NA,NA,NA
"BMW M340i",3,6,"SemiAuto-8","2WD","Gasoline","L3ULEV70","small car",5,22,30,25,5,"No",353,NA,NA,NA,NA
"BMW M340i",3,6,"SemiAuto-8","2WD","Gasoline","T3B70","small car",5,22,30,25,5,"No",353,NA,NA,NA,NA
"BMW M340i",3,6,"SemiAuto-8","4WD","Gasoline","L3ULEV70","small car",5,22,30,25,5,"No",356,NA,NA,NA,NA
"BMW M340i",3,6,"SemiAuto-8","4WD","Gasoline","T3B70","small car",5,22,30,25,5,"No",356,NA,NA,NA,NA
"BMW M4 CS",3,6,"AMS-7","2WD","Gasoline","L3ULEV125","small car",3,17,23,19,3,"No",471,NA,NA,NA,NA
"BMW M4 CS",3,6,"AMS-7","2WD","Gasoline","T3B125","small car",3,17,23,19,3,"No",471,NA,NA,NA,NA
"BMW M4 Convertible",3,6,"AMS-7","2WD","Gasoline","L3ULEV125","small car",3,16,22,19,3,"No",481,NA,NA,NA,NA
"BMW M4 Convertible",3,6,"AMS-7","2WD","Gasoline","T3B125","small car",3,16,22,19,3,"No",481,NA,NA,NA,NA
"BMW M4 Convertible",3,6,"Man-6","2WD","Gasoline","L3ULEV125","small car",3,17,25,20,4,"No",450,NA,NA,NA,NA
"BMW M4 Convertible",3,6,"Man-6","2WD","Gasoline","T3B125","small car",3,17,25,20,4,"No",450,NA,NA,NA,NA
"BMW M4 Convertible Competition",3,6,"AMS-7","2WD","Gasoline","L3ULEV125","small car",3,16,22,19,3,"No",481,NA,NA,NA,NA
"BMW M4 Convertible Competition",3,6,"AMS-7","2WD","Gasoline","T3B125","small car",3,16,22,19,3,"No",481,NA,NA,NA,NA
"BMW M4 Convertible Competition",3,6,"Man-6","2WD","Gasoline","L3ULEV125","small car",3,17,25,20,4,"No",450,NA,NA,NA,NA
"BMW M4 Convertible Competition",3,6,"Man-6","2WD","Gasoline","T3B125","small car",3,17,25,20,4,"No",450,NA,NA,NA,NA
"BMW M4 Coupe",3,6,"AMS-7","2WD","Gasoline","L3ULEV125","small car",3,17,23,19,3,"No",471,NA,NA,NA,NA
"BMW M4 Coupe",3,6,"AMS-7","2WD","Gasoline","T3B125","small car",3,17,23,19,3,"No",471,NA,NA,NA,NA
"BMW M4 Coupe",3,6,"Man-6","2WD","Gasoline","L3ULEV125","small car",3,18,25,20,4,"No",440,NA,NA,NA,NA
"BMW M4 Coupe",3,6,"Man-6","2WD","Gasoline","T3B125","small car",3,18,25,20,4,"No",440,NA,NA,NA,NA
"BMW M4 Coupe Competition",3,6,"AMS-7","2WD","Gasoline","L3ULEV125","small car",3,17,23,19,3,"No",471,NA,NA,NA,NA
"BMW M4 Coupe Competition",3,6,"AMS-7","2WD","Gasoline","T3B125","small car",3,17,23,19,3,"No",471,NA,NA,NA,NA
"BMW M4 Coupe Competition",3,6,"Man-6","2WD","Gasoline","L3ULEV125","small car",3,18,25,20,4,"No",440,NA,NA,NA,NA
"BMW M4 Coupe Competition",3,6,"Man-6","2WD","Gasoline","T3B125","small car",3,18,25,20,4,"No",440,NA,NA,NA,NA
"BMW M5",4.4,8,"SemiAuto-8","4WD","Gasoline","L3ULEV125","midsize car",3,15,21,17,3,"No",518,NA,NA,NA,NA
"BMW M5",4.4,8,"SemiAuto-8","4WD","Gasoline","T3B125","midsize car",3,15,21,17,3,"No",518,NA,NA,NA,NA
"BMW M5 Competition",4.4,8,"SemiAuto-8","4WD","Gasoline","L3ULEV125","midsize car",3,15,21,17,3,"No",518,NA,NA,NA,NA
"BMW M5 Competition",4.4,8,"SemiAuto-8","4WD","Gasoline","T3B125","midsize car",3,15,21,17,3,"No",518,NA,NA,NA,NA
"BMW M550i",4.4,8,"SemiAuto-8","4WD","Gasoline","L3ULEV125","midsize car",3,18,25,20,4,"No",435,NA,NA,NA,NA
"BMW M550i",4.4,8,"SemiAuto-8","4WD","Gasoline","T3B125","midsize car",3,18,25,20,4,"No",435,NA,NA,NA,NA
"BMW M760i xDrive",6.6,12,"SemiAuto-8","4WD","Gasoline","L3ULEV125","large car",3,13,20,16,2,"No",570,NA,NA,NA,NA
"BMW M760i xDrive",6.6,12,"SemiAuto-8","4WD","Gasoline","T3B125","large car",3,13,20,16,2,"No",570,NA,NA,NA,NA
"BMW M8 Competition Convertible",4.4,8,"SemiAuto-8","4WD","Gasoline","L3ULEV125","small car",3,15,21,17,3,"No",518,NA,NA,NA,NA
"BMW M8 Competition Convertible",4.4,8,"SemiAuto-8","4WD","Gasoline","T3B125","small car",3,15,21,17,3,"No",518,NA,NA,NA,NA
"BMW M8 Competition Coupe",4.4,8,"SemiAuto-8","4WD","Gasoline","L3ULEV125","small car",3,15,21,17,3,"No",518,NA,NA,NA,NA
"BMW M8 Competition Coupe",4.4,8,"SemiAuto-8","4WD","Gasoline","T3B125","small car",3,15,21,17,3,"No",518,NA,NA,NA,NA
"BMW M8 Convertible",4.4,8,"SemiAuto-8","4WD","Gasoline","L3ULEV125","small car",3,15,21,17,3,"No",518,NA,NA,NA,NA
"BMW M8 Convertible",4.4,8,"SemiAuto-8","4WD","Gasoline","T3B125","small car",3,15,21,17,3,"No",518,NA,NA,NA,NA
"BMW M8 Coupe",4.4,8,"SemiAuto-8","4WD","Gasoline","L3ULEV125","small car",3,15,21,17,3,"No",518,NA,NA,NA,NA
"BMW M8 Coupe",4.4,8,"SemiAuto-8","4WD","Gasoline","T3B125","small car",3,15,21,17,3,"No",518,NA,NA,NA,NA
"BMW M8 Gran Coupe",4.4,8,"SemiAuto-8","4WD","Gasoline","L3ULEV125","midsize car",3,15,21,17,3,"No",518,NA,NA,NA,NA
"BMW M8 Gran Coupe",4.4,8,"SemiAuto-8","4WD","Gasoline","T3B125","midsize car",3,15,21,17,3,"No",518,NA,NA,NA,NA
"BMW M850i xDrive",4.4,8,"SemiAuto-8","4WD","Gasoline","L3ULEV125","small car",3,18,25,20,4,"No",435,NA,NA,NA,NA
"BMW M850i xDrive",4.4,8,"SemiAuto-8","4WD","Gasoline","T3B125","small car",3,18,25,20,4,"No",435,NA,NA,NA,NA
"BMW M850i xDrive Convertible",4.4,8,"SemiAuto-8","4WD","Gasoline","L3ULEV125","small car",3,17,25,20,4,"No",450,NA,NA,NA,NA
"BMW M850i xDrive Convertible",4.4,8,"SemiAuto-8","4WD","Gasoline","T3B125","small car",3,17,25,20,4,"No",450,NA,NA,NA,NA
"BMW M850i xDrive Gran Coupe",4.4,8,"SemiAuto-8","4WD","Gasoline","L3ULEV125","midsize car",3,17,25,20,4,"No",450,NA,NA,NA,NA
"BMW M850i xDrive Gran Coupe",4.4,8,"SemiAuto-8","4WD","Gasoline","T3B125","midsize car",3,17,25,20,4,"No",450,NA,NA,NA,NA
"BMW X1 sDrive28i",2,4,"SemiAuto-8","2WD","Gasoline","L3SULEV30","large car",7,24,33,27,6,"No",327,NA,NA,NA,NA
"BMW X1 sDrive28i",2,4,"SemiAuto-8","2WD","Gasoline","T3B30","large car",7,24,33,27,6,"No",327,NA,NA,NA,NA
"BMW X1 xDrive28i",2,4,"SemiAuto-8","4WD","Gasoline","L3SULEV30","large car",7,23,31,26,5,"No",342,NA,NA,NA,NA
"BMW X1 xDrive28i",2,4,"SemiAuto-8","4WD","Gasoline","T3B30","large car",7,23,31,26,5,"No",342,NA,NA,NA,NA
"BMW X2 M35i",2,4,"SemiAuto-8","4WD","Gasoline","L3ULEV125","midsize car",3,23,30,26,5,"No",338,NA,NA,NA,NA
"BMW X2 M35i",2,4,"SemiAuto-8","4WD","Gasoline","T3B125","midsize car",3,23,30,26,5,"No",338,NA,NA,NA,NA
"BMW X2 sDrive28i",2,4,"SemiAuto-8","2WD","Gasoline","L3SULEV30","midsize car",7,24,32,27,6,"No",330,NA,NA,NA,NA
"BMW X2 sDrive28i",2,4,"SemiAuto-8","2WD","Gasoline","T3B30","midsize car",7,24,32,27,6,"No",330,NA,NA,NA,NA
"BMW X2 xDrive28i",2,4,"SemiAuto-8","4WD","Gasoline","L3SULEV30","midsize car",7,24,31,27,6,"No",332,NA,NA,NA,NA
"BMW X2 xDrive28i",2,4,"SemiAuto-8","4WD","Gasoline","T3B30","midsize car",7,24,31,27,6,"No",332,NA,NA,NA,NA
"BMW X3 M",3,6,"SemiAuto-8","4WD","Gasoline","L3ULEV125","small SUV",3,14,19,16,2,"No",546,NA,NA,NA,NA
"BMW X3 M",3,6,"SemiAuto-8","4WD","Gasoline","T3B125","small SUV",3,14,19,16,2,"No",546,NA,NA,NA,NA
"BMW X3 M Competition",3,6,"SemiAuto-8","4WD","Gasoline","L3ULEV125","small SUV",3,14,19,16,2,"No",546,NA,NA,NA,NA
"BMW X3 M Competition",3,6,"SemiAuto-8","4WD","Gasoline","T3B125","small SUV",3,14,19,16,2,"No",546,NA,NA,NA,NA
"BMW X3 M40i",3,6,"SemiAuto-8","4WD","Gasoline","L3ULEV70","small SUV",5,21,27,23,5,"No",379,NA,NA,NA,NA
"BMW X3 M40i",3,6,"SemiAuto-8","4WD","Gasoline","T3B70","small SUV",5,21,27,23,5,"No",379,NA,NA,NA,NA
"BMW X3 sDrive30i",2,4,"SemiAuto-8","2WD","Gasoline","L3SULEV30","small SUV",7,25,29,27,6,"No",332,NA,NA,NA,NA
"BMW X3 sDrive30i",2,4,"SemiAuto-8","2WD","Gasoline","T3B30","small SUV",7,25,29,27,6,"No",332,NA,NA,NA,NA
"BMW X3 xDrive30i",2,4,"SemiAuto-8","4WD","Gasoline","L3SULEV30","small SUV",7,24,29,26,5,"No",345,NA,NA,NA,NA
"BMW X3 xDrive30i",2,4,"SemiAuto-8","4WD","Gasoline","T3B30","small SUV",7,24,29,26,5,"No",345,NA,NA,NA,NA
"BMW X4 M",3,6,"SemiAuto-8","4WD","Gasoline","L3ULEV125","small SUV",3,14,19,16,2,"No",546,NA,NA,NA,NA
"BMW X4 M",3,6,"SemiAuto-8","4WD","Gasoline","T3B125","small SUV",3,14,19,16,2,"No",546,NA,NA,NA,NA
"BMW X4 M Competition",3,6,"SemiAuto-8","4WD","Gasoline","L3ULEV125","small SUV",3,14,19,16,2,"No",546,NA,NA,NA,NA
"BMW X4 M Competition",3,6,"SemiAuto-8","4WD","Gasoline","T3B125","small SUV",3,14,19,16,2,"No",546,NA,NA,NA,NA
"BMW X4 M40i",3,6,"SemiAuto-8","4WD","Gasoline","L3ULEV70","small SUV",5,21,27,23,5,"No",379,NA,NA,NA,NA
"BMW X4 M40i",3,6,"SemiAuto-8","4WD","Gasoline","T3B70","small SUV",5,21,27,23,5,"No",379,NA,NA,NA,NA
"BMW X4 xDrive30i",2,4,"SemiAuto-8","4WD","Gasoline","L3SULEV30","small SUV",7,23,28,25,5,"No",356,NA,NA,NA,NA
"BMW X4 xDrive30i",2,4,"SemiAuto-8","4WD","Gasoline","T3B30","small SUV",7,23,28,25,5,"No",356,NA,NA,NA,NA
"BMW X5 M50i",4.4,8,"SemiAuto-8","4WD","Gasoline","L3ULEV125","standard SUV",3,16,22,18,3,"No",487,NA,NA,NA,NA
"BMW X5 M50i",4.4,8,"SemiAuto-8","4WD","Gasoline","T3B125","standard SUV",3,16,22,18,3,"No",487,NA,NA,NA,NA
"BMW X5 sDrive40i",3,6,"SemiAuto-8","2WD","Gasoline","L3ULEV125","standard SUV",3,21,26,23,5,"No",390,NA,NA,NA,NA
"BMW X5 sDrive40i",3,6,"SemiAuto-8","2WD","Gasoline","T3B125","standard SUV",3,21,26,23,5,"No",390,NA,NA,NA,NA
"BMW X5 xDrive40i",3,6,"SemiAuto-8","4WD","Gasoline","L3ULEV125","standard SUV",3,20,26,22,4,"No",396,NA,NA,NA,NA
"BMW X5 xDrive40i",3,6,"SemiAuto-8","4WD","Gasoline","T3B125","standard SUV",3,20,26,22,4,"No",396,NA,NA,NA,NA
"BMW X5 xDrive50i",4.4,8,"SemiAuto-8","4WD","Gasoline","L3ULEV125","standard SUV",3,16,22,18,3,"No",487,NA,NA,NA,NA
"BMW X5 xDrive50i",4.4,8,"SemiAuto-8","4WD","Gasoline","T3B125","standard SUV",3,16,22,18,3,"No",487,NA,NA,NA,NA
"BMW X6 M50i",4.4,8,"SemiAuto-8","4WD","Gasoline","L3ULEV125","standard SUV",3,16,22,18,3,"No",487,NA,NA,NA,NA
"BMW X6 M50i",4.4,8,"SemiAuto-8","4WD","Gasoline","T3B125","standard SUV",3,16,22,18,3,"No",487,NA,NA,NA,NA
"BMW X6 sDrive40i",3,6,"SemiAuto-8","2WD","Gasoline","L3ULEV125","standard SUV",3,21,26,23,5,"No",390,NA,NA,NA,NA
"BMW X6 sDrive40i",3,6,"SemiAuto-8","2WD","Gasoline","T3B125","standard SUV",3,21,26,23,5,"No",390,NA,NA,NA,NA
"BMW X6 xDrive40i",3,6,"SemiAuto-8","4WD","Gasoline","L3ULEV125","standard SUV",3,20,26,22,4,"No",396,NA,NA,NA,NA
"BMW X6 xDrive40i",3,6,"SemiAuto-8","4WD","Gasoline","T3B125","standard SUV",3,20,26,22,4,"No",396,NA,NA,NA,NA
"BMW X7 M50i",4.4,8,"SemiAuto-8","4WD","Gasoline","L3ULEV125","standard SUV",3,15,21,17,3,"No",511,NA,NA,NA,NA
"BMW X7 M50i",4.4,8,"SemiAuto-8","4WD","Gasoline","T3B125","standard SUV",3,15,21,17,3,"No",511,NA,NA,NA,NA
"BMW X7 xDrive40i",3,6,"SemiAuto-8","4WD","Gasoline","L3ULEV125","standard SUV",3,20,25,22,4,"No",409,NA,NA,NA,NA
"BMW X7 xDrive40i",3,6,"SemiAuto-8","4WD","Gasoline","T3B125","standard SUV",3,20,25,22,4,"No",409,NA,NA,NA,NA
"BMW X7 xDrive50i",4.4,8,"SemiAuto-8","4WD","Gasoline","L3ULEV125","standard SUV",3,15,21,17,3,"No",511,NA,NA,NA,NA
"BMW X7 xDrive50i",4.4,8,"SemiAuto-8","4WD","Gasoline","T3B125","standard SUV",3,15,21,17,3,"No",511,NA,NA,NA,NA
"BMW Z4",2,4,"SemiAuto-8","2WD","Gasoline","L3SULEV30","small car",7,24,32,27,6,"No",324,NA,NA,NA,NA
"BMW Z4",2,4,"SemiAuto-8","2WD","Gasoline","T3B30","small car",7,24,32,27,6,"No",324,NA,NA,NA,NA
"BMW Z4 M40i",3,6,"SemiAuto-8","2WD","Gasoline","L3ULEV70","small car",5,24,31,26,5,"No",334,NA,NA,NA,NA
"BMW Z4 M40i",3,6,"SemiAuto-8","2WD","Gasoline","T3B70","small car",5,24,31,26,5,"No",334,NA,NA,NA,NA
"BUICK Enclave",3.6,6,"Auto-9","2WD","Gasoline","L3ULEV50","standard SUV",6,18,26,21,4,"No",420,NA,NA,NA,NA
"BUICK Enclave",3.6,6,"Auto-9","2WD","Gasoline","T3B50","standard SUV",6,18,26,21,4,"No",420,NA,NA,NA,NA
"BUICK Enclave",3.6,6,"Auto-9","4WD","Gasoline","L3ULEV50","standard SUV",6,17,25,20,4,"No",443,NA,NA,NA,NA
"BUICK Enclave",3.6,6,"Auto-9","4WD","Gasoline","T3B50","standard SUV",6,17,25,20,4,"No",443,NA,NA,NA,NA
"BUICK Encore",1.4,4,"SemiAuto-6","2WD","Gasoline","L3ULEV70","small SUV",5,25,30,27,6,"No",329,NA,NA,NA,NA
"BUICK Encore",1.4,4,"SemiAuto-6","2WD","Gasoline","T3B70","small SUV",5,25,30,27,6,"No",329,NA,NA,NA,NA
"BUICK Encore",1.4,4,"SemiAuto-6","4WD","Gasoline","L3ULEV70","small SUV",5,24,29,26,5,"No",344,NA,NA,NA,NA
"BUICK Encore",1.4,4,"SemiAuto-6","4WD","Gasoline","T3B70","small SUV",5,24,29,26,5,"No",344,NA,NA,NA,NA
"BUICK Envision",2,4,"Auto-9","4WD","Gasoline","L3ULEV70","small SUV",5,20,25,22,4,"No",402,NA,NA,NA,NA
"BUICK Envision",2,4,"Auto-9","4WD","Gasoline","T3B70","small SUV",5,20,25,22,4,"No",402,NA,NA,NA,NA
"BUICK Envision",2.5,4,"Auto-6","2WD","Gasoline","L3ULEV70","small SUV",5,22,29,25,5,"No",359,NA,NA,NA,NA
"BUICK Envision",2.5,4,"Auto-6","2WD","Gasoline","T3B70","small SUV",5,22,29,25,5,"No",359,NA,NA,NA,NA
"BUICK Envision",2.5,4,"Auto-6","4WD","Gasoline","L3ULEV70","small SUV",5,21,27,24,5,"No",377,NA,NA,NA,NA
"BUICK Envision",2.5,4,"Auto-6","4WD","Gasoline","T3B70","small SUV",5,21,27,24,5,"No",377,NA,NA,NA,NA
"BUICK Regal",2,4,"SemiAuto-8","4WD","Gasoline","L3ULEV70","midsize car",5,21,29,24,5,"No",365,NA,NA,NA,NA
"BUICK Regal",2,4,"SemiAuto-8","4WD","Gasoline","T3B70","midsize car",5,21,29,24,5,"No",365,NA,NA,NA,NA
"BUICK Regal",2,4,"SemiAuto-9","2WD","Gasoline","L3ULEV70","midsize car",5,22,32,26,5,"No",343,NA,NA,NA,NA
"BUICK Regal",2,4,"SemiAuto-9","2WD","Gasoline","T3B70","midsize car",5,22,32,26,5,"No",343,NA,NA,NA,NA
"BUICK Regal",3.6,6,"SemiAuto-9","4WD","Gasoline","L3ULEV50","midsize car",6,19,27,22,4,"No",411,NA,NA,NA,NA
"BUICK Regal",3.6,6,"SemiAuto-9","4WD","Gasoline","T3B50","midsize car",6,19,27,22,4,"No",411,NA,NA,NA,NA
"BUICK Regal Tour X",2,4,"SemiAuto-8","4WD","Gasoline","L3ULEV70","station wagon",5,21,29,24,5,"No",365,NA,NA,NA,NA
"BUICK Regal Tour X",2,4,"SemiAuto-8","4WD","Gasoline","T3B70","station wagon",5,21,29,24,5,"No",365,NA,NA,NA,NA
"BYD e6",NA,NA,"Auto-1","2WD","Electricity","B1","small SUV",10,NA,NA,NA,10,"Elite",NA,73,71,72,0
"CADILLAC CT6",3.6,6,"SemiAuto-10","4WD","Gasoline","L3ULEV70","large car",5,18,27,21,4,"No",420,NA,NA,NA,NA
"CADILLAC CT6",3.6,6,"SemiAuto-10","4WD","Gasoline","T3B70","large car",5,18,27,21,4,"No",420,NA,NA,NA,NA
"CADILLAC Escalade",6.2,8,"Auto-10","2WD","Gasoline","L3ULEV125","standard SUV",3,14,23,17,3,"No",517,NA,NA,NA,NA
"CADILLAC Escalade",6.2,8,"Auto-10","2WD","Gasoline","T3B125","standard SUV",3,14,23,17,3,"No",517,NA,NA,NA,NA
"CADILLAC Escalade",6.2,8,"Auto-10","4WD","Gasoline","L3ULEV125","standard SUV",3,14,21,17,3,"No",537,NA,NA,NA,NA
"CADILLAC Escalade",6.2,8,"Auto-10","4WD","Gasoline","T3B125","standard SUV",3,14,21,17,3,"No",537,NA,NA,NA,NA
"CADILLAC XT4",2,4,"SemiAuto-9","2WD","Gasoline","L3ULEV50","small SUV",6,24,30,26,5,"No",336,NA,NA,NA,NA
"CADILLAC XT4",2,4,"SemiAuto-9","2WD","Gasoline","T3B50","small SUV",6,24,30,26,5,"No",336,NA,NA,NA,NA
"CADILLAC XT4",2,4,"SemiAuto-9","4WD","Gasoline","L3ULEV50","small SUV",6,22,29,24,5,"No",366,NA,NA,NA,NA
"CADILLAC XT4",2,4,"SemiAuto-9","4WD","Gasoline","T3B50","small SUV",6,22,29,24,5,"No",366,NA,NA,NA,NA
"CADILLAC XT5",3.6,6,"SemiAuto-9","2WD","Gasoline","L3ULEV50","small SUV",6,18,26,21,4,"No",420,NA,NA,NA,NA
"CADILLAC XT5",3.6,6,"SemiAuto-9","2WD","Gasoline","T3B50","small SUV",6,18,26,21,4,"No",420,NA,NA,NA,NA
"CADILLAC XT5",3.6,6,"SemiAuto-9","4WD","Gasoline","L3ULEV50","small SUV",6,18,25,20,4,"No",434,NA,NA,NA,NA
"CADILLAC XT5",3.6,6,"SemiAuto-9","4WD","Gasoline","T3B50","small SUV",6,18,25,20,4,"No",434,NA,NA,NA,NA
"CADILLAC XT6",3.6,6,"SemiAuto-9","2WD","Gasoline","L3ULEV50","small SUV",6,18,25,20,4,"No",437,NA,NA,NA,NA
"CADILLAC XT6",3.6,6,"SemiAuto-9","2WD","Gasoline","T3B50","small SUV",6,18,25,20,4,"No",437,NA,NA,NA,NA
"CADILLAC XT6",3.6,6,"SemiAuto-9","4WD","Gasoline","L3ULEV50","small SUV",6,17,24,20,4,"No",446,NA,NA,NA,NA
"CADILLAC XT6",3.6,6,"SemiAuto-9","4WD","Gasoline","T3B50","small SUV",6,17,24,20,4,"No",446,NA,NA,NA,NA
"CHEVROLET Blazer",2.5,4,"Auto-9","2WD","Gasoline","L3ULEV70","small SUV",5,21,27,23,5,"No",382,NA,NA,NA,NA
"CHEVROLET Blazer",2.5,4,"Auto-9","2WD","Gasoline","T3B70","small SUV",5,21,27,23,5,"No",382,NA,NA,NA,NA
"CHEVROLET Blazer",3.6,6,"Auto-9","2WD","Gasoline","L3ULEV50","small SUV",6,19,26,21,4,"No",414,NA,NA,NA,NA
"CHEVROLET Blazer",3.6,6,"Auto-9","2WD","Gasoline","T3B50","small SUV",6,19,26,21,4,"No",414,NA,NA,NA,NA
"CHEVROLET Blazer",3.6,6,"Auto-9","4WD","Gasoline","L3ULEV50","small SUV",6,18,25,21,4,"No",433,NA,NA,NA,NA
"CHEVROLET Blazer",3.6,6,"Auto-9","4WD","Gasoline","T3B50","small SUV",6,18,25,21,4,"No",433,NA,NA,NA,NA
"CHEVROLET Bolt EV",NA,NA,"CVT","2WD","Electricity","T3B0","station wagon",10,NA,NA,NA,10,"Elite",NA,127,108,118,0
"CHEVROLET Bolt EV",NA,NA,"CVT","2WD","Electricity","ZEV","station wagon",10,NA,NA,NA,10,"Elite",NA,127,108,118,0
"CHEVROLET Camaro",2,4,"Man-6","2WD","Gasoline","L3ULEV70","small car",5,20,30,23,5,"No",378,NA,NA,NA,NA
"CHEVROLET Camaro",2,4,"Man-6","2WD","Gasoline","T3B70","small car",5,20,30,23,5,"No",378,NA,NA,NA,NA
"CHEVROLET Camaro",2,4,"SemiAuto-8","2WD","Gasoline","L3ULEV70","small car",5,22,31,25,5,"No",353,NA,NA,NA,NA
"CHEVROLET Camaro",2,4,"SemiAuto-8","2WD","Gasoline","T3B70","small car",5,22,31,25,5,"No",353,NA,NA,NA,NA
"CHEVROLET Camaro",3.6,6,"Man-6","2WD","Gasoline","L3ULEV50","small car",6,16,26,20,4,"No",451,NA,NA,NA,NA
"CHEVROLET Camaro",3.6,6,"Man-6","2WD","Gasoline","T3B50","small car",6,16,26,20,4,"No",451,NA,NA,NA,NA
"CHEVROLET Camaro",3.6,6,"SemiAuto-10","2WD","Gasoline","L3ULEV50","small car",6,19,29,22,4,"No",397,NA,NA,NA,NA
"CHEVROLET Camaro",3.6,6,"SemiAuto-10","2WD","Gasoline","T3B50","small car",6,19,29,22,4,"No",397,NA,NA,NA,NA
"CHEVROLET Camaro",6.2,8,"Man-6","2WD","Gasoline","L3LEV160","small car",1,14,20,16,2,"No",565,NA,NA,NA,NA
"CHEVROLET Camaro",6.2,8,"Man-6","2WD","Gasoline","T3B160","small car",1,14,20,16,2,"No",565,NA,NA,NA,NA
"CHEVROLET Camaro",6.2,8,"Man-6","2WD","Gasoline","L3LEV160","small car",1,16,24,19,3,"No",477,NA,NA,NA,NA
"CHEVROLET Camaro",6.2,8,"Man-6","2WD","Gasoline","T3B160","small car",1,16,24,19,3,"No",477,NA,NA,NA,NA
"CHEVROLET Camaro",6.2,8,"SemiAuto-10","2WD","Gasoline","L3LEV160","small car",1,13,21,16,2,"No",571,NA,NA,NA,NA
"CHEVROLET Camaro",6.2,8,"SemiAuto-10","2WD","Gasoline","T3B160","small car",1,13,21,16,2,"No",571,NA,NA,NA,NA
"CHEVROLET Camaro",6.2,8,"SemiAuto-10","2WD","Gasoline","L3LEV160","small car",1,16,27,20,4,"No",451,NA,NA,NA,NA
"CHEVROLET Camaro",6.2,8,"SemiAuto-10","2WD","Gasoline","T3B160","small car",1,16,27,20,4,"No",451,NA,NA,NA,NA
"CHEVROLET Colorado",2.5,4,"Auto-6","2WD","Gasoline","L3ULEV70","pickup",5,20,26,22,4,"No",406,NA,NA,NA,NA
"CHEVROLET Colorado",2.5,4,"Auto-6","2WD","Gasoline","T3B70","pickup",5,20,26,22,4,"No",406,NA,NA,NA,NA
"CHEVROLET Colorado",2.5,4,"Auto-6","4WD","Gasoline","L3ULEV70","pickup",5,19,24,21,4,"No",428,NA,NA,NA,NA
"CHEVROLET Colorado",2.5,4,"Auto-6","4WD","Gasoline","T3B70","pickup",5,19,24,21,4,"No",428,NA,NA,NA,NA
"CHEVROLET Colorado",2.8,4,"Auto-6","2WD","Diesel","L3ULEV125","pickup",3,20,30,23,4,"No",435,NA,NA,NA,NA
"CHEVROLET Colorado",2.8,4,"Auto-6","2WD","Diesel","T3B125","pickup",3,20,30,23,4,"No",435,NA,NA,NA,NA
"CHEVROLET Colorado",2.8,4,"Auto-6","4WD","Diesel","L3ULEV125","pickup",3,19,28,22,4,"No",456,NA,NA,NA,NA
"CHEVROLET Colorado",2.8,4,"Auto-6","4WD","Diesel","T3B125","pickup",3,19,28,22,4,"No",456,NA,NA,NA,NA
"CHEVROLET Colorado",3.6,6,"Auto-8","2WD","Gasoline","L3ULEV70","pickup",5,18,25,20,4,"No",440,NA,NA,NA,NA
"CHEVROLET Colorado",3.6,6,"Auto-8","2WD","Gasoline","T3B70","pickup",5,18,25,20,4,"No",440,NA,NA,NA,NA
"CHEVROLET Colorado",3.6,6,"Auto-8","4WD","Gasoline","L3ULEV70","pickup",5,17,24,19,3,"No",461,NA,NA,NA,NA
"CHEVROLET Colorado",3.6,6,"Auto-8","4WD","Gasoline","T3B70","pickup",5,17,24,19,3,"No",461,NA,NA,NA,NA
"CHEVROLET Colorado ZR2",2.8,4,"Auto-6","4WD","Diesel","L3ULEV125","pickup",3,18,22,19,3,"No",525,NA,NA,NA,NA
"CHEVROLET Colorado ZR2",2.8,4,"Auto-6","4WD","Diesel","T3B125","pickup",3,18,22,19,3,"No",525,NA,NA,NA,NA
"CHEVROLET Colorado ZR2",3.6,6,"Auto-8","4WD","Gasoline","L3ULEV70","pickup",5,16,18,17,3,"No",532,NA,NA,NA,NA
"CHEVROLET Colorado ZR2",3.6,6,"Auto-8","4WD","Gasoline","T3B70","pickup",5,16,18,17,3,"No",532,NA,NA,NA,NA
"CHEVROLET Equinox",1.5,4,"Auto-6","2WD","Gasoline","L3SULEV30","small SUV",7,26,31,28,6,"No",315,NA,NA,NA,NA
"CHEVROLET Equinox",1.5,4,"Auto-6","2WD","Gasoline","T3B30","small SUV",7,26,31,28,6,"No",315,NA,NA,NA,NA
"CHEVROLET Equinox",1.5,4,"Auto-6","4WD","Gasoline","L3SULEV30","small SUV",7,25,30,27,6,"No",324,NA,NA,NA,NA
"CHEVROLET Equinox",1.5,4,"Auto-6","4WD","Gasoline","T3B30","small SUV",7,25,30,27,6,"No",324,NA,NA,NA,NA
"CHEVROLET Equinox",2,4,"Auto-9","2WD","Gasoline","L3ULEV70","small SUV",5,22,29,25,5,"No",350,NA,NA,NA,NA
"CHEVROLET Equinox",2,4,"Auto-9","2WD","Gasoline","T3B70","small SUV",5,22,29,25,5,"No",350,NA,NA,NA,NA
